player,role,sold_price_cr,2023_squad,team,base_price_cr,status
Prasidh Krishna,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Sandeep Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Trent Boult,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Yuzvendra Chahal,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Adam Zampa,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rishabh Pant,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Pravin Dubey,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
David Warner,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Vicky Ostwal,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Prithvi Shaw,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Anrich Nortje,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Abishek Porel,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Kuldeep Yadav,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Axar Patel,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Lungi Ngidi,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Lalit Yadav,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Khaleel Ahmed,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mitchell Marsh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ishant Sharma,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Yash Dhull,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mukesh Kumar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
MS Dhoni,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Moeen Ali,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Deepak Chahar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Devon Conway,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Tushar Deshpande,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Shivam Dube,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ruturaj Gaikwad,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Rajvardhan Hangargekar,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ravindra Jadeja,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ajay Mandal,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mukesh Choudhary,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Matheesha Pathirana,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Ajinkya Rahane,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Shaik Rasheed,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Mitchell Santner,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Simarjeet Singh,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Nishant Sindhu,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Prashant Solanki,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
Maheesh Theekshana,UNKNOWN,0.0,Not Mentioned,Unsold,0.0,unsold
